Record ID,Company name,Type,Sector,Company Domain Name,Number of Employees,City,Country,Company owner,Create Date,Website URL,Phone Number,Last Activity Date,Country/Region,Industry,Lifecycle Stage,Street Address
178000000000.0,MICHAEL DRAIN ARCHITECTS LIMITED,other,n/a,michaeldrain.com,2,,,no owner,24/06/2025 10:43,https://michaeldrain.com,,,,,other,
178000000000.0,Frampton Town Planning Ltd,,,framptons-planning.com,8,,,James,24/06/2025 10:43,https://framptons-planning.com,01295 672 310,,,,Lead,
178000000000.0,Wellwood Leslie Architects,,,wellwoodleslie.com,24,,,Ellinor,24/06/2025 10:43,https://wellwoodleslie.com,+44 (0)1382 778 829,,,,Lead,"Fort House, 63 Fort Street, Broughty Ferry, Dundee, DD5 2AB"
178000000000.0,Ashby Design,,,ashbydesign.co.uk,11,,,James Garrett,24/06/2025 10:43,https://ashbydesign.co.uk,01707 270077,,,,Lead,"13 Arm and Sword Lane, Old Hatfield, Hertfordshire, AL9 5EH"
178000000000.0,COLIN ARMSTRONG ARCHITECTS LTD,other,n/a,colinarmstrong.com,11,,,no owner,24/06/2025 10:43,https://colinarmstrong.com,,,,,other,
178000000000.0,Alchemy Architects Ltd,other,n/a,alchemyarchitectsltd.com,1,,,no owner,24/06/2025 10:43,https://alchemyarchitectsltd.com,,,,,other,
178000000000.0,Sharps Redmore Acoustic Consultants,other,n/a,sharpsredmore.co.uk,11,,,no owner,24/06/2025 10:43,https://sharpsredmore.co.uk,,,,,other,
178000000000.0,Geddes Architects,,,geddesarchitects.com,11,,,James Garrett,24/06/2025 10:43,https://geddesarchitects.com,,,,,Lead,"Studio 3.31, Canterbury Court, Kennington Park, 1-3 Brixton Road, London, SW9 6DE, UK"
178000000000.0,The Livemore Partnership,,,livemore.co.uk,21,,,Ellinor,24/06/2025 10:43,https://livemore.co.uk,+44 (0) 1702 714 977,,,,Lead,"Cobat House, 1446-1448 London Road, Leigh-on-Sea SS9 2UW"
178000000000.0,GD Lodge Architects LLP,,,gdlodge.co.uk,10,,,James,24/06/2025 10:43,https://gdlodge.co.uk,0141 332 6804,,,,Lead,"Crown House, 152 West Regent Street, Glasgow, G2 2RQ"
178000000000.0,The Kalyvides Partnership,other,n/a,kalyvidespartnership.co.uk,11,,,no owner,24/06/2025 10:43,https://kalyvidespartnership.co.uk,,,,,other,
178000000000.0,Groves-Raines Architects Studios,,,gras.co,11,,,James Garrett,24/06/2025 10:43,https://gras.co,,,,,Lead,
178000000000.0,Small Building Services,,,smallbuildingservices.com,11,,,James Garrett,24/06/2025 10:43,https://smallbuildingservices.com,,,,,Lead,
178000000000.0,INTBAU,,,intbau.org,26,,,Ellinor,24/06/2025 10:43,https://intbau.org,+44 (0)20 7613 8578,,,,Lead,"19-22 Charlotte Road, London EC2A 3SG, UK"
178000000000.0,ARCEN,,,wearearcen.com,11,,,James Garrett,24/06/2025 10:43,https://wearearcen.com,,,,,Lead,
178000000000.0,Pac Studio,other,n/a,pacstudio.ie,11,,,no owner,24/06/2025 10:43,https://pacstudio.ie,,,,,other,
178000000000.0,Miakoda Designs Ltd,other,n/a,miakodadesigns.co.uk,11,,,no owner,24/06/2025 10:41,https://miakodadesigns.co.uk,,,,,other,
178000000000.0,DV Architects,,,dv-architects.co.uk,11,,,James Garrett,24/06/2025 10:41,https://dv-architects.co.uk,,,,,Lead,
178000000000.0,Philip Dunbavin Acoustics Ltd,,,pdaltd.com,14,,,James,24/06/2025 10:41,https://pdaltd.com,01925 759380,,,,Lead,"3 Bridgewater Court, Barsbank Lane, Lymm, Cheshire, WA13 0ER"
178000000000.0,Wyatt Maclaren Llp,,,wyattmaclaren.com,11,,,James Garrett,24/06/2025 10:41,https://wyattmaclaren.com,,,,,Lead,
178000000000.0,Chadwick International,other,n/a,chadwick-international.com,11,,,no owner,24/06/2025 10:41,https://chadwick-international.com,,,,,other,
178000000000.0,The Hampstead Garden Suburb Trust,,,hgstrust.org,11,,,James Garrett,24/06/2025 10:41,https://hgstrust.org,020 8455 1066,,,,Lead,"Hampstead Garden Suburb Trust 862 Finchley Road, London NW11 6AB"
178000000000.0,Simply Planning Limited,,,simply-planning.com,9,,,James,24/06/2025 10:41,https://simply-planning.com,020 7935 5880,,,,Lead,"8/9 Stephen Mews, Gresse Street, London, W1T 1AF"
178000000000.0,Open City,,,open-city.org.uk,9,,,James,24/06/2025 10:41,https://open-city.org.uk,,,,,Lead,
178000000000.0,NJSR Chartered Architects LLP,,,njsr.co.uk,11,,,James Garrett,24/06/2025 10:41,https://njsr.co.uk,,,,,Lead,
178000000000.0,FarrimondMacManus Limited,,,farrimondmacmanus.co.uk,11,,,James Garrett,24/06/2025 10:41,https://farrimondmacmanus.co.uk,028 90 387022,,,,Lead,"City East, Business Centre, 68-72 Newtownards Rd, Belfast BT4 1GW"
178000000000.0,Scottish Historic Buildings Trust,other,n/a,shbt.org.uk,11,,,no owner,24/06/2025 10:41,https://shbt.org.uk,,,,,other,
178000000000.0,Cameo and Partners,other,n/a,cameoandpartners.com,11,,,no owner,24/06/2025 10:41,https://cameoandpartners.com,,,,,other,
178000000000.0,Macro Works,,,macroworks.ie,11,,,James Garrett,24/06/2025 10:41,https://macroworks.ie,,,,,Lead,
178000000000.0,Brown & Brown Architects,,,brownandbrown.studio,11,,,James,24/06/2025 10:41,https://brownandbrown.studio,01339 352 800,,,,Lead,"South Wing, Aboyne Castle Centre, Aboyne, AB34 5JP"
