Record ID,Company name,Type,Sector,Company Domain Name,Number of Employees,City,Country,Company owner,Create Date,Website URL,Phone Number,Last Activity Date,Country/Region,Industry,Lifecycle Stage,Street Address
178000000000.0,MICHAEL DRAIN ARCHITECTS LIMITED,other,n/a,michaeldrain.com,2,,,no owner,24/06/2025 10:43,https://michaeldrain.com,,,,,other,
178000000000.0,Frampton Town Planning Ltd,,,framptons-planning.com,8,,,James,24/06/2025 10:43,https://framptons-planning.com,01295 672 310,,,,Lead,
178000000000.0,Wellwood Leslie Architects,,,wellwoodleslie.com,24,,,Ellinor,24/06/2025 10:43,https://wellwoodleslie.com,+44 (0)1382 778 829,,,,Lead,"Fort House, 63 Fort Street, Broughty Ferry, Dundee, DD5 2AB"
178000000000.0,Ashby Design,,,ashbydesign.co.uk,11,,,James Garrett,24/06/2025 10:43,https://ashbydesign.co.uk,01707 270077,,,,Lead,"13 Arm and Sword Lane, Old Hatfield, Hertfordshire, AL9 5EH"
178000000000.0,COLIN ARMSTRONG ARCHITECTS LTD,other,n/a,colinarmstrong.com,11,,,no owner,24/06/2025 10:43,https://colinarmstrong.com,,,,,other,
178000000000.0,Alchemy Architects Ltd,other,n/a,alchemyarchitectsltd.com,1,,,no owner,24/06/2025 10:43,https://alchemyarchitectsltd.com,,,,,other,
178000000000.0,Sharps Redmore Acoustic Consultants,other,n/a,sharpsredmore.co.uk,11,,,no owner,24/06/2025 10:43,https://sharpsredmore.co.uk,,,,,other,
178000000000.0,Geddes Architects,,,geddesarchitects.com,11,,,James Garrett,24/06/2025 10:43,https://geddesarchitects.com,,,,,Lead,"Studio 3.31, Canterbury Court, Kennington Park, 1-3 Brixton Road, London, SW9 6DE, UK"
178000000000.0,The Livemore Partnership,,,livemore.co.uk,21,,,Ellinor,24/06/2025 10:43,https://livemore.co.uk,+44 (0) 1702 714 977,,,,Lead,"Cobat House, 1446-1448 London Road, Leigh-on-Sea SS9 2UW"
178000000000.0,GD Lodge Architects LLP,,,gdlodge.co.uk,10,,,James,24/06/2025 10:43,https://gdlodge.co.uk,0141 332 6804,,,,Lead,"Crown House, 152 West Regent Street, Glasgow, G2 2RQ"
