Record ID,Company name,Type,Sector,Company Domain Name,Number of Employees,City,Country,Company owner,Create Date,Website URL,Phone Number,Last Activity Date,Country/Region,Industry,Lifecycle Stage,Street Address
178000000000.0,MR Partnership Limited,other,n/a,mrpartnership.co.uk,11,,,no owner,24/06/2025 10:49,https://mrpartnership.co.uk,,,,,other,
178000000000.0,Quentin Alder Architects,other,n/a,quentinalder.co.uk,11,,,no owner,24/06/2025 10:49,https://quentinalder.co.uk,,,,,other,
178000000000.0,hgh Consulting,,,hghconsulting.com,11,,,James Garrett,24/06/2025 10:49,https://hghconsulting.com,,,,,Lead,
178000000000.0,Stuart Forbes Associates,,,stuartforbes.com,13,,,James,24/06/2025 10:49,https://stuartforbes.com,(+44) 207 731 8111,,,,Lead,"Unit 2 Burlington Lodge Studios, 48 Rigault Road, Fulham, London, SW6 4JJ"
179000000000.0,dPb,other,n/a,dpbltd.co.uk,4,,,no owner,24/06/2025 10:47,https://dpbltd.co.uk,,,,,other,
179000000000.0,ARCHITECTONIC DESIGN LTD,,,architectonicdesign.co.uk,11,,,James Garrett,24/06/2025 10:47,https://architectonicdesign.co.uk,,,,,Lead,
179000000000.0,Jonathan Hendry Architects,other,n/a,jonathanhendryarchitects.com,4,,,no owner,24/06/2025 10:47,https://jonathanhendryarchitects.com,,,,,other,
179000000000.0,SPACE DESIGN ARCHITECTURE LIMITED,,,spacedesignarchitecture.co.uk,11,,,James Garrett,24/06/2025 10:47,https://spacedesignarchitecture.co.uk,,,,,Lead,
179000000000.0,Cube PSL,,,cubepsl.co.uk,11,,,James Garrett,24/06/2025 10:47,https://cubepsl.co.uk,,,,,Lead,
179000000000.0,Sondh Associates Ltd.,other,n/a,sondhassociates.com,2,,,no owner,24/06/2025 10:47,https://sondhassociates.com,,,,,other,
