Record ID,Company name,Type,Sector,Company Domain Name,Number of Employees,City,Country,Company owner,Create Date,Website URL,Phone Number,Last Activity Date,Country/Region,Industry,Lifecycle Stage,Street Address
1.77E+11,Roger Coy Partnership Ltd.,,,rogercoy.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://rogercoy.co.uk,,,united kingdom,,Lead,
1.77E+11,AMS Planning,,,amsplanning.co.uk,11,Ripon,United Kingdom,James Garrett,20/06/2025 12:14,https://amsplanning.co.uk,,,united kingdom,,Lead,
1.77E+11,Hoban Design,,,hobandesign.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://hobandesign.co.uk,,,united kingdom,,Lead,
1.77E+11,Progress Planning,,,progressplanning.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://progressplanning.co.uk,,,united kingdom,,Lead,
1.77E+11,Hankinson Duckett Associates,,,hda-enviro.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://hda-enviro.co.uk,,,united kingdom,,Lead,
1.77E+11,Jonathan Dunn Architects,,,jdarchitects.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://jdarchitects.co.uk,,,united kingdom,,Lead,
1.77E+11,Paul Archer Design,,,paularcherdesign.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://paularcherdesign.co.uk,,,united kingdom,,Lead,
1.77E+11,PLC Architects,,,plcarchitects.com,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://plcarchitects.com,,,united kingdom,,Lead,
1.77E+11,Laister Planning Ltd,,,laister.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://laister.co.uk,,,united kingdom,,Lead,
1.77E+11,Kilburn Nightingale Architects Ltd,,,kilburnnightingale.com,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://kilburnnightingale.com,,,united kingdom,,Lead,
1.77E+11,ACCENT Office Interiors Ltd,,,accentoffice.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://accentoffice.co.uk,,,united kingdom,,Lead,
1.77E+11,Zesta Planning Ltd,,,zestaplanning.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://zestaplanning.co.uk,,,united kingdom,,Lead,
1.77E+11,dpsq,,,design-squared.eu,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://design-squared.eu,,,united kingdom,,Lead,
1.77E+11,Chartered Institute of Architectural Technologists (CIAT),,,architecturaltechnology.com,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://architecturaltechnology.com,,,united kingdom,,Lead,
1.77E+11,Foggo Associates,,,foggo.com,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://foggo.com,,,united kingdom,,Lead,
1.77E+11,Lippe Architects + Planners Ltd,,,lippe-architects.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://lippe-architects.co.uk,,,united kingdom,,Lead,
1.77E+11,Stanhope Gate Architecture Ltd,,,stanhopegatearchitecture.com,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://stanhopegatearchitecture.com,,,united kingdom,,Lead,
1.77E+11,MRT Architects LLP,,,mrtarchitects.co.uk,11,,United Kingdom,James Garrett,20/06/2025 12:14,https://mrtarchitects.co.uk,,,united kingdom,,Lead,
1.77E+11,Orange Design Studio,,,orangedesignstudio.co.uk,8,Huddersfield,United Kingdom,James Garrett,20/06/2025 10:38,https://orangedesignstudio.co.uk,01924 650930,20/06/2025 10:53,united kingdom,,Nurturing,59A Huddersfield Rd.
1.77E+11,TMV Architects,,,tmvarchitects.co.uk,1,,United Kingdom,James Garrett,20/06/2025 10:26,https://tmvarchitects.co.uk,,29/07/2025 09:00,united kingdom,,Lead,
1.76E+11,ADM Surveyors Limited,,,admsurveyors.co.uk,10,leicester,United Kingdom,James Garrett,19/06/2025 17:28,https://admsurveyors.co.uk,0116 277 5527,30/07/2025 09:00,united kingdom,,Lead,
1.76E+11,PARKdesigned Architects,,,parkdesigned.com,5,leeds,United Kingdom,James Garrett,19/06/2025 16:41,https://parkdesigned.com,0113 819 8057  ,,united kingdom,,Lead,
1.76E+11,SDA Architects (UK),,,sdaarchitects.co.uk,11,Leeds,United Kingdom,James Garrett,19/06/2025 16:19,https://sdaarchitects.co.uk, +44 (0)113 288 1000,19/06/2025 16:26,united kingdom,,Lead,
1.76E+11,Edward Architects,,,edwardarchitecture.co.uk,11,Leeds,United Kingdom,James Garrett,19/06/2025 11:55,https://edwardarchitecture.co.uk,0113 819 8041,19/06/2025 12:06,united kingdom,,Lead,
1.76E+11,Cunniff Design,,,cunniffdesign.com,8,Leeds,United Kingdom,James Garrett,19/06/2025 10:58,https://cunniffdesign.com, +44 113 219 1333,04/07/2025 16:00,united kingdom,,Nurturing,
1.76E+11,HALLIDAY CLARK ARCHITECTS,,Architecture,hallidayclark.co.uk,5,leeds,United Kingdom,James Garrett,19/06/2025 10:47,https://hallidayclark.co.uk, +44 (0) 1943 604123   ,15/07/2025 17:28,united kingdom,,Lead,
1.76E+11,Coleflax Bennett Architecture,,,cbarch.co.uk,1,,United Kingdom,James Garrett,18/06/2025 15:32,https://cbarch.co.uk,,,united kingdom,,Lead,
1.76E+11,James Boon Architects,,,jamesboonarchitects.co.uk,1,,United Kingdom,James Garrett,18/06/2025 15:19,https://jamesboonarchitects.co.uk,,,united kingdom,,Lead,
1.74E+11,Richmond Bell Architects,,,www.richmondbellarchitects.com,7,Winchester,United Kingdom,James Garrett,16/06/2025 15:23,www.richmondbellarchitects.com,4.40E+12,16/07/2025 11:04,,,Lead,
1.73E+11,Saunders Architects,,,www.saundersarchitects.co.uk,9,Southampton,United Kingdom,James Garrett,13/06/2025 11:20,www.saundersarchitects.co.uk,4.40E+12,01/07/2025 12:39,,,Nurturing,
1.73E+11,The Goddard Partnership,,,www.thegoddardpartnership.com,6,Southampton,,James Garrett,13/06/2025 11:11,www.thegoddardpartnership.com,4.40E+12,04/07/2025 09:00,,,Lead,
1.82E+11,Forum Architecture,,,forumarchitecture.co.uk,5,Southampton,United States,James Garrett,13/06/2025 10:51,forumarchitecture.co.uk, +1407-830-1400,13/06/2025 11:03,United States,Architecture & Planning,Lead,237 S Westmonte Dr
1.73E+11,HPW Architecture,,,www.hpw.co.uk,9,southampton,United Kingdom,James Garrett,12/06/2025 17:39,www.hpw.co.uk,4.40E+12,22/07/2025 17:41,,,Lead,
1.72E+11,GPW Architects,,,www.gpwarchitects.co.uk,2,Melton Mowbray,United Kingdom,James Garrett,11/06/2025 10:25,www.gpwarchitects.co.uk,,11/06/2025 14:17,,,Lead,
1.47E+11,Architecture for London,,,architectureforlondon.com,11,,,James Garrett,07/05/2025 19:01,architectureforlondon.com,,,,,Lead,
1.44E+11,Ayshford Sansome,,,ayshford.com,8,,,James Garrett,02/05/2025 22:27,ayshford.com,,,,,Lead,
1.39E+11,Masterplan Building Design,,,masterplanbd.com,1,,,James Garrett,27/04/2025 04:43,masterplanbd.com,,12/05/2025 16:00,,,Nurturing,
1.29E+11,Max construction plc,,,,6,,,James Garrett,10/04/2025 08:54,,,,,,Nurturing,
1.19E+11,MDLR Architects,,,mdlr-architects.co.uk,8,London,United Kingdom,James Garrett,19/03/2025 15:32,mdlr-architects.co.uk,,24/03/2025 08:30,United Kingdom,Architecture & Planning,Lead,5A Iliffe Yard
1.18E+11,Studio Partington,,,studiopartington.co.uk,10,London,United Kingdom,James Garrett,19/03/2025 15:03,studiopartington.co.uk,,24/03/2025 08:32,United Kingdom,Architecture & Planning,Lead,
1.18E+11,Urban Mesh Design,,,urbanmesh.com,10,London,United Kingdom,James Garrett,19/03/2025 14:32,urbanmesh.com,,24/03/2025 08:33,United Kingdom,Architecture & Planning,Lead,9 Newbury Street
1.06E+11,ADP Architecture and Design Limited,,,adp-architects.com,7,Holmfirth,United Kingdom,James Garrett,26/02/2025 10:39,adp-architects.com,,26/02/2025 10:55,United Kingdom,Architecture & Planning,Nurturing,16 Bridge Lane
1.04E+11,Studio Local,,,studio-local.com,3,Kansas City,United States,James Garrett,24/02/2025 01:23,studio-local.com, +1 816-408-0880,28/08/2025 17:17,United States,Architecture & Planning,Opportunity,800 West 47th Street
88457293020,La architects,,,la-architects.co.uk,11,,,James Garrett,02/02/2025 23:10,https://la-architects.co.uk,,,,,Lead,
76412072159,AMA,,Architecture,ama.design,10,Dubai,United Arab Emirates,James Garrett,08/01/2025 10:42,ama.design,,,United Arab Emirates,Architecture & Planning,Lead,
52797352161,JMP Architecture Ltd,,,jmparchitecture.co.uk,5,,,James Garrett,06/12/2024 19:19,jmparchitecture.co.uk,,,,,Nurturing,
51025853689,All Design,,,all-design.co.uk,4,Bridge of Don,United Kingdom,James Garrett,05/12/2024 13:59,all-design.co.uk,,10/03/2025 09:00,United Kingdom,Architecture & Planning,Nurturing,Campus Two
51386253515,STL Architecture,,,stlarchitecture.co.uk,6,Reading,United Kingdom,James Garrett,05/12/2024 13:08,stlarchitecture.co.uk,,,United Kingdom,Architecture & Planning,Nurturing,2 Richfield Avenue
44470423778,N & N Chartered Architects,,,,3,,,James Garrett,21/11/2024 00:18,,,21/11/2024 11:47,,,Nurturing,
44473966830,Wynn Rogers,,,wynn-rogers.co.uk,5,,United Kingdom,James Garrett,20/11/2024 22:28,wynn-rogers.co.uk,,,United Kingdom,,Nurturing,
44270364921,MR-A,,,mr-a.co.uk,3,,,James Garrett,20/11/2024 15:29,mr-a.co.uk,,,,,Nurturing,
44171188444,ESG Architects ltd,,Architecture,,1,,,James Garrett,20/11/2024 15:18,,,20/11/2024 15:29,,,Nurturing,
44297350346,Andrew Nesbitt Architects,,Architecture,an-architects.co.uk,3,,United Kingdom,James Garrett,20/11/2024 15:09,an-architects.co.uk,,20/11/2024 15:27,United Kingdom,Architecture & Planning,Nurturing,
37567813852,na,,,asu.edu,1,Tempe,United States,James Garrett,10/11/2024 17:11,asu.edu, +1 855-278-5080,,United States,Higher Education,Nurturing,1151 South Forest Avenue
13144161252,Ó Heochadha Inc,,,,8,,,James Garrett,02/08/2024 15:14,,,,,,Nurturing,
12295762629,"32 POINTS MANNING, LLC",,,32pointsmanning.com,3,Destin,United States,James Garrett,10/06/2024 04:36,32pointsmanning.com, +1 818-481-3311,12/06/2024 16:34,United States,Human Resources,Nurturing,
10854565859,Morris+Company ApS,,,morrisand.company,6,København NV,Denmark,James Garrett,27/03/2024 14:09,morrisand.company,,,Denmark,Architecture & Planning,Lead,Nattergalevej 6
